pizza_name_id,pizza_size,pizza_ingredients,Total_Required_Quantity_Grams
napolitana_l,L,Garlic,180.50025226334452
napolitana_l,L,Green Olives,180.50025226334452
napolitana_l,L,Red Onions,722.0010090533781
napolitana_l,L,Tomatoes,361.00050452668904
napolitana_m,M,Anchovies,272.34490359168944
napolitana_m,M,Garlic,90.78163453056314
napolitana_m,M,Green Olives,90.78163453056314
napolitana_m,M,Red Onions,363.12653812225255
napolitana_m,M,Tomatoes,181.56326906112628
napolitana_m,S,Anchovies,1.2756201573381238
napolitana_m,S,Garlic,0.4252067191127079
napolitana_m,S,Green Olives,0.4252067191127079
napolitana_m,S,Red Onions,1.7008268764508316
napolitana_m,S,Tomatoes,0.8504134382254158
napolitana_s,S,Anchovies,149.56646344789502
napolitana_s,S,Garlic,49.855487815965006
napolitana_s,S,Green Olives,49.855487815965006
napolitana_s,S,Red Onions,199.42195126386002
napolitana_s,S,Tomatoes,99.71097563193001
pep_msh_pep_l,L,Green Peppers,163.27938013927985
pep_msh_pep_l,L,Mushrooms,489.8381404178395
pep_msh_pep_l,L,Pepperoni,489.8381404178395
pep_msh_pep_m,M,Green Peppers,126.60530061580877
pep_msh_pep_m,M,Mushrooms,337.61413497549006
pep_msh_pep_m,M,Pepperoni,337.61413497549006
pep_msh_pep_s,S,Green Peppers,245.76948364714522
pep_msh_pep_s,S,Mushrooms,245.76948364714522
pep_msh_pep_s,S,Pepperoni,245.76948364714522
pepperoni_l,L,Mozzarella Cheese,464.325737271077
pepperoni_l,L,Pepperoni,928.651474542154
pepperoni_m,M,Mozzarella Cheese,399.2691092468328
pepperoni_m,M,Pepperoni,798.5382184936656
pepperoni_s,S,Mozzarella Cheese,159.66512302682185
pepperoni_s,S,Pepperoni,319.3302460536437
peppr_salami_l,L,Asiago Cheese,443.91581475366706
peppr_salami_l,L,Capocollo,2219.5790737683355
peppr_salami_l,L,Garlic,221.95790737683353
peppr_salami_l,L,Genoa Salami,1331.7474442610012
peppr_salami_l,L,Pepperoni,887.8316295073341
peppr_salami_l,L,Tomatoes,443.91581475366706
peppr_salami_l,M,Asiago Cheese,0.6378100786690619
peppr_salami_l,M,Capocollo,3.189050393345309
peppr_salami_l,M,Garlic,0.31890503933453096
peppr_salami_l,M,Genoa Salami,1.9134302360071855
peppr_salami_l,M,Pepperoni,1.2756201573381238
peppr_salami_l,M,Tomatoes,0.6378100786690619
peppr_salami_m,M,Asiago Cheese,181.56326906112628
peppr_salami_m,M,Capocollo,907.8163453056314
peppr_salami_m,M,Garlic,90.78163453056314
peppr_salami_m,M,Genoa Salami,544.6898071833789
peppr_salami_m,M,Pepperoni,363.12653812225255
peppr_salami_m,M,Tomatoes,181.56326906112628
peppr_salami_s,S,Asiago Cheese,68.45828177714597
peppr_salami_s,S,Capocollo,342.2914088857299
peppr_salami_s,S,Garlic,34.229140888572985
peppr_salami_s,S,Genoa Salami,205.37484533143794
peppr_salami_s,S,Pepperoni,136.91656355429194
peppr_salami_s,S,Tomatoes,68.45828177714597
prsc_argla_l,L,Arugula,138.72369211052097
prsc_argla_l,L,Mozzarella Cheese,277.44738422104194
prsc_argla_l,L,Prosciutto di San Daniele,369.9298456280559
prsc_argla_m,M,Arugula,127.1368090146997
prsc_argla_m,M,Mozzarella Cheese,254.2736180293994
prsc_argla_m,M,Prosciutto di San Daniele,254.2736180293994
prsc_argla_s,S,Arugula,45.071912225947045
prsc_argla_s,S,Mozzarella Cheese,90.14382445189409
prsc_argla_s,S,Prosciutto di San Daniele,90.14382445189409
sicilian_l,L,Coarse Sicilian Salami,1563.9103128965396
sicilian_l,L,Garlic,195.48878911206745
sicilian_l,L,Green Olives,195.48878911206745
sicilian_l,L,Luganega Sausage,781.9551564482698
sicilian_l,L,Onions,390.9775782241349
sicilian_l,L,Tomatoes,390.9775782241349
sicilian_m,M,Coarse Sicilian Salami,976.2746270827773
sicilian_m,M,Garlic,122.03432838534717
sicilian_m,M,Green Olives,122.03432838534717
sicilian_m,M,Luganega Sausage,488.13731354138866
sicilian_m,M,Onions,244.06865677069433
sicilian_m,M,Tomatoes,244.06865677069433
sicilian_s,S,Coarse Sicilian Salami,638.6604921072874
sicilian_s,S,Garlic,79.83256151341092
sicilian_s,S,Green Olives,79.83256151341092
sicilian_s,S,Luganega Sausage,319.3302460536437
sicilian_s,S,Onions,159.66512302682185
sicilian_s,S,Tomatoes,159.66512302682185
soppressata_l,L,Fontina Cheese,257.675271782301
soppressata_l,L,Garlic,128.8376358911505
soppressata_l,L,Mozzarella Cheese,257.675271782301
soppressata_l,L,Mushrooms,515.350543564602
soppressata_l,L,Soppressata Salami,1288.3763589115051
soppressata_m,M,Fontina Cheese,113.95540072220572
soppressata_m,M,Garlic,56.97770036110286
soppressata_m,M,Mozzarella Cheese,113.95540072220572
soppressata_m,M,Mushrooms,227.91080144441145
soppressata_m,M,Soppressata Salami,569.7770036110287
soppressata_s,L,Fontina Cheese,0.21260335955635395
soppressata_s,L,Garlic,0.10630167977817698
soppressata_s,L,Mozzarella Cheese,0.21260335955635395
soppressata_s,L,Mushrooms,0.4252067191127079
soppressata_s,L,Soppressata Salami,1.0630167977817697
soppressata_s,S,Fontina Cheese,61.229767552229944
soppressata_s,S,Garlic,30.614883776114972
soppressata_s,S,Mozzarella Cheese,61.229767552229944
soppressata_s,S,Mushrooms,122.45953510445989
soppressata_s,S,Soppressata Salami,306.14883776114976
southw_ckn_l,L,Chicken,3240.0751996388344
southw_ckn_l,L,Chipotle Sauce,648.0150399277669
southw_ckn_l,L,Cilantro,324.00751996388345
southw_ckn_l,L,Corn,2160.0501330925563
southw_ckn_l,L,Jalapeno Peppers,324.00751996388345
southw_ckn_l,L,Red Onions,1296.0300798555338
southw_ckn_l,L,Red Peppers,324.00751996388345
southw_ckn_l,L,Tomatoes,648.0150399277669
southw_ckn_m,M,Chicken,1135.3019400309302
southw_ckn_m,M,Chipotle Sauce,227.06038800618603
southw_ckn_m,M,Cilantro,113.53019400309302
southw_ckn_m,M,Corn,794.7113580216511
southw_ckn_m,M,Jalapeno Peppers,113.53019400309302
southw_ckn_m,M,Red Onions,454.12077601237206
southw_ckn_m,M,Red Peppers,113.53019400309302
southw_ckn_m,M,Tomatoes,227.06038800618603
southw_ckn_s,S,Chicken,390.12716478590954
southw_ckn_s,S,Chipotle Sauce,78.0254329571819
southw_ckn_s,S,Cilantro,39.01271647859095
southw_ckn_s,S,Corn,234.0762988715457
southw_ckn_s,S,Jalapeno Peppers,39.01271647859095
southw_ckn_s,S,Red Onions,156.0508659143638
southw_ckn_s,S,Red Peppers,39.01271647859095
southw_ckn_s,S,Tomatoes,78.0254329571819
spicy_ital_l,L,Artichokes,471.55425149599307
spicy_ital_l,L,Capocollo,3536.6568862199483
spicy_ital_l,L,Garlic,353.66568862199483
spicy_ital_l,L,Goat Cheese,1414.6627544879793
spicy_ital_l,L,Peperoncini verdi,353.66568862199483
spicy_ital_l,L,Tomatoes,707.3313772439897
spicy_ital_m,M,Artichokes,130.1132560484886
spicy_ital_m,M,Capocollo,867.421706989924
spicy_ital_m,M,Garlic,86.74217069899241
spicy_ital_m,M,Goat Cheese,346.96868279596964
spicy_ital_m,M,Peperoncini verdi,86.74217069899241
spicy_ital_m,M,Tomatoes,173.48434139798482
spicy_ital_s,S,Artichokes,86.52956733943606
spicy_ital_s,S,Capocollo,432.6478366971803
spicy_ital_s,S,Garlic,43.26478366971803
spicy_ital_s,S,Goat Cheese,173.0591346788721
spicy_ital_s,S,Peperoncini verdi,43.26478366971803
spicy_ital_s,S,Tomatoes,86.52956733943606
spin_pesto_l,L,Artichokes,120.75870822800907
spin_pesto_l,L,Garlic,90.5690311710068
spin_pesto_l,L,Pesto Sauce,181.1380623420136
spin_pesto_l,L,Spinach,271.7070935130204
spin_pesto_l,L,Sun-dried Tomatoes,90.5690311710068
spin_pesto_l,L,Tomatoes,181.1380623420136
spin_pesto_m,M,Artichokes,89.93122109233772
spin_pesto_m,M,Garlic,59.95414739489181
spin_pesto_m,M,Pesto Sauce,119.90829478978362
spin_pesto_m,M,Spinach,179.86244218467544
spin_pesto_m,M,Sun-dried Tomatoes,59.95414739489181
spin_pesto_m,M,Tomatoes,119.90829478978362
spin_pesto_s,S,Artichokes,85.89175726076701
spin_pesto_s,S,Garlic,42.945878630383504
spin_pesto_s,S,Pesto Sauce,85.89175726076701
spin_pesto_s,S,Spinach,128.8376358911505
spin_pesto_s,S,Sun-dried Tomatoes,42.945878630383504
spin_pesto_s,S,Tomatoes,85.89175726076701
spinach_fet_l,L,Feta Cheese,378.43398001031005
spinach_fet_l,L,Garlic,141.91274250386627
spinach_fet_l,L,Mushrooms,567.6509700154651
spinach_fet_l,L,Red Onions,567.6509700154651
spinach_fet_l,L,Spinach,425.7382275115988
spinach_fet_m,M,Feta Cheese,238.96617614134186
spinach_fet_m,M,Garlic,119.48308807067093
spinach_fet_m,M,Mushrooms,477.9323522826837
spinach_fet_m,M,Red Onions,477.9323522826837
spinach_fet_m,M,Spinach,358.4492642120128
spinach_fet_s,S,Feta Cheese,93.33287484523939
spinach_fet_s,S,Garlic,46.666437422619694
spinach_fet_s,S,Mushrooms,186.66574969047878
spinach_fet_s,S,Red Onions,186.66574969047878
spinach_fet_s,S,Spinach,139.9993122678591
spinach_supr_l,L,Artichokes,120.33350150889635
spinach_supr_l,L,Asiago Cheese,180.50025226334452
spinach_supr_l,L,Garlic,90.25012613167226
spinach_supr_l,L,Kalamata Olives,90.25012613167226
spinach_supr_l,L,Pepperoni,361.00050452668904
spinach_supr_l,L,Red Onions,361.00050452668904
spinach_supr_l,L,Spinach,270.7503783950168
spinach_supr_l,L,Tomatoes,180.50025226334452
spinach_supr_l,S,Artichokes,0.4252067191127079
spinach_supr_l,S,Asiago Cheese,0.6378100786690619
spinach_supr_l,S,Garlic,0.31890503933453096
spinach_supr_l,S,Kalamata Olives,0.31890503933453096
spinach_supr_l,S,Pepperoni,1.2756201573381238
spinach_supr_l,S,Red Onions,1.2756201573381238
spinach_supr_l,S,Spinach,0.9567151180035928
spinach_supr_l,S,Tomatoes,0.6378100786690619
spinach_supr_m,M,Artichokes,85.14764550231976
spinach_supr_m,M,Asiago Cheese,113.53019400309302
spinach_supr_m,M,Garlic,56.76509700154651
spinach_supr_m,M,Kalamata Olives,56.76509700154651
spinach_supr_m,M,Pepperoni,227.06038800618603
spinach_supr_m,M,Red Onions,227.06038800618603
spinach_supr_m,M,Spinach,170.29529100463952
spinach_supr_m,M,Tomatoes,113.53019400309302
spinach_supr_s,S,Artichokes,84.82874046298522
spinach_supr_s,S,Asiago Cheese,84.82874046298522
spinach_supr_s,S,Garlic,42.41437023149261
spinach_supr_s,S,Kalamata Olives,42.41437023149261
spinach_supr_s,S,Pepperoni,169.65748092597045
spinach_supr_s,S,Red Onions,169.65748092597045
spinach_supr_s,S,Spinach,127.24311069447785
spinach_supr_s,S,Tomatoes,84.82874046298522
thai_ckn_l,L,Chicken,4490.182953830195
thai_ckn_l,L,Pineapple,1347.0548861490586
thai_ckn_l,L,Red Peppers,449.01829538301956
thai_ckn_l,L,Thai Sweet Chilli Sauce,898.0365907660391
thai_ckn_l,L,Tomatoes,898.0365907660391
thai_ckn_m,M,Chicken,1022.6221594660625
thai_ckn_m,M,Pineapple,306.7866478398188
thai_ckn_m,M,Red Peppers,102.26221594660626
thai_ckn_m,M,Thai Sweet Chilli Sauce,204.52443189321252
thai_ckn_m,M,Tomatoes,204.52443189321252
thai_ckn_s,L,Chicken,2.1260335955635394
thai_ckn_s,L,Pineapple,0.6378100786690619
thai_ckn_s,L,Red Peppers,0.21260335955635395
thai_ckn_s,L,Thai Sweet Chilli Sauce,0.4252067191127079
thai_ckn_s,L,Tomatoes,0.4252067191127079
thai_ckn_s,S,Chicken,510.24806293524955
thai_ckn_s,S,Pineapple,153.07441888057485
thai_ckn_s,S,Red Peppers,51.024806293524954
thai_ckn_s,S,Thai Sweet Chilli Sauce,102.04961258704991
thai_ckn_s,S,Tomatoes,102.04961258704991
the_greek_l,L,Beef Chuck Roast,542.1385668687027
the_greek_l,L,Feta Cheese,216.85542674748106
the_greek_l,L,Garlic,81.3207850303054
the_greek_l,L,Kalamata Olives,81.3207850303054
the_greek_l,L,Red Onions,325.2831401212216
the_greek_l,L,Tomatoes,162.6415700606108
the_greek_m,M,Beef Chuck Roast,418.1908082473483
the_greek_m,M,Feta Cheese,119.48308807067093
the_greek_m,M,Garlic,59.741544035335465
the_greek_m,M,Kalamata Olives,59.741544035335465
the_greek_m,M,Red Onions,238.96617614134186
the_greek_m,M,Tomatoes,119.48308807067093
the_greek_s,S,Beef Chuck Roast,322.0940897278763
the_greek_s,S,Feta Cheese,64.41881794557526
the_greek_s,S,Garlic,32.20940897278763
the_greek_s,S,Kalamata Olives,32.20940897278763
the_greek_s,S,Red Onions,128.8376358911505
the_greek_s,S,Tomatoes,64.41881794557526
the_greek_xl,XL,Beef Chuck Roast,1760.3558171266109
